Timestamp,EAR,MAR,Head_Tilt,Head_Elevation,Is_Drowsy
20:43:45.476604,0.27622354174533315,0.4030810072735546,-2.2369790634377016,27,0
20:43:45.777674,0.29666352482067765,0.5208268664873876,-2.2025981617658053,25,0
20:43:46.016089,0.3601552665770129,0.44983831819384695,0.47350805873492635,25,0
20:43:46.242098,0.3288532905677767,0.5759322376310603,2.3468742924872865,20,0
20:43:46.454225,0.3282544381906958,0.6026771045717854,2.8387878410053813,20,0
20:43:46.652309,0.35518339080322925,0.592433553737483,2.7702157972001924,20,0
20:43:46.829705,0.3177455948677551,0.5584917327748988,-0.8951737102110744,23,0
20:43:46.990831,0.1103800204403445,0.5084741141847728,-3.082180824528144,39,0
20:43:47.165405,0.14930755453454053,0.501268812276216,-3.7517290705259754,51,0
20:43:47.358107,0.14641572962384078,0.5984419030284569,-2.6630007660671433,61,0
20:43:47.531732,0.13896181673684707,0.5303738040878287,-2.3859440303888126,59,0
20:43:47.721306,0.16998845702070337,0.5937651274666484,-1.9349323095527697,62,0
20:43:47.917726,0.17942629723455739,0.4708990713015552,-1.921955958931432,63,0
20:43:48.111154,0.3468911891843239,0.549295274193951,-3.280880772609413,63,0
20:43:48.289824,0.33852923294721526,0.5519891967478997,-4.343239951689387,59,0
20:43:48.475952,0.36648754498899916,0.5273510789468654,-4.085616779974877,57,0
20:43:48.652661,0.12463299532111055,0.5432122098132565,-0.7440592028887094,44,0
20:43:48.850513,0.1448338821727054,0.537300837095233,-0.3744768867228256,44,0
20:43:49.043242,0.10701709176505132,0.5585426573368937,2.2167943407401904,49,0
20:43:49.235621,0.10341051643835616,0.5318580457344765,1.1088121277599294,49,0
20:43:49.438968,0.1007566107654149,0.5047442873496674,1.4878675288277787,49,0
20:43:49.625973,0.11947505384974275,0.6073512805943985,-0.7298430640241027,52,0
20:43:49.807918,0.08898781799404057,0.5875115607272093,-1.8125526855155916,53,1
20:43:49.987631,0.09510438783955089,0.5328119748742393,-2.1342587625022915,53,1
20:43:50.182474,0.11414998022439786,0.5341304456816225,-2.520827907710173,48,1
20:43:50.379568,0.11488206035066945,0.5562506171260589,-2.8624052261117474,49,1
20:43:50.566865,0.21035239943394898,0.4702219036331472,-3.7826454465963018,33,1
20:43:50.758181,0.10166324543089662,0.5440109102448707,-4.134671373736423,47,1
20:43:50.932491,0.1092554585197977,0.4898363559047705,-3.884491570053073,52,1
20:43:51.120354,0.1251981249097038,0.46580684378548376,-4.6241513284290745,41,1
20:43:51.302081,0.0986397882514197,0.5767153327214168,-3.576334374997351,44,1
20:43:51.474117,0.09658519263513737,0.5485339974419509,-3.576334374997351,49,1
20:43:51.662874,0.117904564740583,0.46099728028233483,-3.2194948968528294,50,1
20:43:51.832704,0.11756568131566847,0.4281256217630995,-3.3231204451354426,46,1
20:43:52.015505,0.11103401256190887,0.4978807351489149,-0.7298430640241027,46,1
20:43:52.206330,0.1179198099860104,0.519756101125437,-0.7345210342548154,46,1
20:43:52.373273,0.1210723059897127,0.49554781604493553,-0.3720452872032956,47,1
20:43:52.580929,0.13417750028743264,0.5253537011596225,-0.7392593554078475,46,1
20:43:52.784684,0.09232203206105837,0.5115267221816813,0.7489217828238298,46,1
20:43:52.980616,0.09536878164732525,0.49465891499754644,-0.7440592028887094,45,1
20:43:53.175207,0.10567982296884795,0.48120776699965834,0.3720452872032956,44,1
20:43:53.378877,0.25449038775489186,0.585974252673272,-0.36727560733809445,44,0
20:43:53.553017,0.3049381666380119,0.5591729236535202,0.0,45,0
20:43:53.740142,0.3246496137244814,0.5661283234048968,0.725224299059252,40,0
20:43:53.923049,0.31062174278140336,0.6024567533837076,0.3649363357306455,35,0
20:43:54.110595,0.2851202686392551,0.5795389684348403,-0.7161599454704085,29,0
20:43:54.312386,0.2664285781745156,0.6422292124065999,-1.6651060581036772,25,0
20:43:54.499256,0.2567176863390452,0.6161853636949126,-6.102779653655783,23,0
20:43:54.689747,0.25808890138285234,0.6017142872369593,-4.1849161251184155,23,0
20:43:54.870735,0.2156269717681202,0.5860874480656783,-4.210498403302206,22,0
20:43:55.062479,0.16997590173544536,0.5671804906531939,-5.290081205371269,24,0
20:43:55.245638,0.18874044747232388,0.6640561076967127,-5.440332031005506,25,0
20:43:55.427523,0.22398941909902925,0.6704015047909299,-5.812482383112729,34,0
20:43:55.612214,0.24039067313835355,0.6191072560872855,-6.37718062360736,32,0
20:43:55.800968,0.2841208819280028,0.6750491264161088,-6.009005957494525,35,0
20:43:55.980947,0.2845325653019365,0.5752629162674544,-5.408332157475353,34,0
20:43:56.165292,0.27966838040221564,0.5585115331875679,-1.0741699983726205,31,0
20:43:56.342426,0.2806432165517996,0.5466702986468953,1.8595993387455583,33,0
20:43:56.511389,0.16388338253505874,0.5150484191369507,5.128191041852838,39,0
20:43:56.693486,0.11577822936494954,0.5738992588185785,7.594643368591445,43,0
20:43:56.876184,0.0968089912886878,0.5360519128103451,8.235619324209505,38,0
20:43:57.064316,0.08075041430214455,0.6269351910165347,7.926926682689598,32,0
20:43:57.241924,0.10125788309333734,0.6615142447784199,4.316027519865624,31,0
20:43:57.407662,0.09173448112120013,0.6073380069600453,4.343239951689387,34,0
20:43:57.590610,0.12070406132574374,0.5668949422799838,4.825216927109811,35,1
20:43:57.769775,0.10306299710967803,0.5575999157030546,4.825216927109811,34,1
20:43:57.944376,0.07544306375600503,0.595488700195727,4.455602833326316,32,1
20:43:58.146121,0.07619838024026335,0.581822319288657,4.733438330575483,34,1
20:43:58.336410,0.3095899965716602,0.6282852698317906,4.703614704293192,32,0
20:43:58.532221,0.2612323560368163,0.5969771526891688,2.1610794882263713,33,0
20:43:58.716821,0.24812287869402996,0.5716622066543366,0.7117122060356939,33,0
20:43:58.892880,0.17944913187027747,0.616455763806381,-2.1610794882263713,35,0
20:43:59.063073,0.22861762113100004,0.5502766368161173,-4.262611122790051,31,0
20:43:59.246934,0.25900373732076376,0.5422629457860715,-5.000644597558433,32,0
20:43:59.430077,0.2729348560056251,0.5739571370839928,-5.35582504285519,34,0
20:43:59.620855,0.2728073252342631,0.5834427513315495,-7.169362918616782,32,0
20:43:59.808448,0.2754292004599192,0.5759619561052962,-7.214262039206761,31,0
20:43:59.993251,0.29444262789521614,0.5456395616318467,-7.926926682689598,29,0
20:44:00.192402,0.27375036307214706,0.5848844452874299,-7.570888900834287,33,0
20:44:00.359675,0.272649687701075,0.5456432473604057,-5.856013585428958,31,0
20:44:00.540436,0.24968933990961728,0.5696203140735715,-6.857072334099268,35,0
20:44:00.735506,0.26223991480524317,0.5603193522799619,-7.214262039206761,36,0
20:44:00.922579,0.2799854841926497,0.5381299009255885,-7.570888900834287,36,0
20:44:01.120284,0.2731385843266375,0.5863000293585671,-7.829076510059608,35,0
20:44:01.318653,0.27974488979212,0.567870186470712,-6.730483934615653,35,0
20:44:01.527428,0.31487925123265104,0.54538731748865,-7.08121224465871,35,0
20:44:01.705196,0.31690854933598434,0.535631257511529,-5.640549432156823,32,0
20:44:01.935445,0.3174404889466571,0.5928799855582443,-3.510678430267298,34,0
20:44:02.132516,0.33926474420639496,0.5893316024340953,-2.827124578161273,29,0
20:44:02.333083,0.3368370142273748,0.574466056117809,-2.1747441146100535,21,0
20:44:02.530452,0.3605735527230457,0.6102923737325812,-2.520827907710173,23,0
20:44:02.720589,0.34401126224545897,0.5965649732066782,-3.576334374997351,22,0
20:44:02.928234,0.33897085412530875,0.5534152057742502,-4.316027519865624,27,0
20:44:03.114328,0.3568271700894263,0.569394129869653,-4.674163711130772,33,0
20:44:03.297565,0.3589722319214006,0.5435689127764238,-4.289153328819018,33,0
20:44:03.842877,0.3040515392274722,0.5611778817044659,-4.23639479905884,43,0
20:44:04.211730,0.3252315124054683,0.5604355696251,-3.0848123304975923,51,0
20:44:04.489820,0.32869510894867215,0.5053950495755009,-3.386334328783698,54,0
20:44:04.772351,0.31528874481185304,0.5155580075665784,-2.3579059707169034,52,0
20:44:04.997444,0.3234653908133456,0.5225383127962825,-2.3579059707169034,49,0
20:44:05.211048,0.3114577418536777,0.5429653517537156,-2.3579059707169034,50,0
20:44:05.417864,0.3217191039162837,0.515692434017925,-2.6630007660671433,52,0
20:44:05.630919,0.31505374954235416,0.5409540745594398,-2.3441324740698417,53,0
20:44:05.857260,0.3355131462147905,0.569170016895068,-2.009553813021139,52,0
20:44:06.088157,0.32162207694557066,0.5868047458092304,-2.3579059707169034,51,0
20:44:06.330486,0.34330713826281123,0.5584781485091385,-2.3441324740698417,54,0
20:44:06.545641,0.32235522837520814,0.6299805766508593,-1.9978798564766747,55,0
20:44:06.753236,0.30578113470455903,0.6346534975525626,-1.6651060581036772,53,0
20:44:06.993712,0.3019375469439294,0.6075844559256368,-0.662349447372199,52,0
20:44:07.232560,0.30167515294308744,0.609823260018074,-0.662349447372199,50,0
20:44:07.452222,0.2977450661969362,0.6965338101963089,-1.010997052330402,45,0
20:44:07.676430,0.2920331257199011,0.5759403763178709,-2.3859440303888126,42,0
20:44:07.895929,0.2905949722642056,0.6127299258700872,-2.7591076586202736,41,0
20:44:08.215407,0.3088400657208153,0.5967336708295489,-3.406443754994719,40,0
20:44:08.425262,0.3070587403234167,0.5528363743833772,-4.4247844517439665,37,0
20:44:08.654405,0.30522155840005305,0.575523997374185,-3.791165687365224,39,0
